pageviews,calls,reservations,business_id,restaurant_type,treatment,hours_opened
614,39,34,929,chain,control,6
485,39,34,930,chain,control,12
572,43,30,931,chain,control,10
660,46,42,932,chain,control,6
539,37,36,933,chain,control,7
596,36,36,934,chain,control,10
592,38,45,935,chain,control,11
639,43,35,936,chain,control,11
630,32,39,937,chain,control,6
584,41,48,938,chain,control,13
519,33,36,939,chain,control,13
534,34,43,940,chain,control,9
463,32,29,941,chain,control,14
639,39,40,942,chain,control,14
618,35,40,943,chain,control,9
529,30,44,944,chain,control,6
637,42,42,945,chain,control,8
553,39,32,946,chain,control,8
626,41,45,947,chain,control,11
666,40,45,948,chain,control,11
650,47,39,949,chain,control,10
638,36,37,950,chain,control,12
680,43,47,951,chain,control,14
614,43,44,952,chain,control,12
498,37,46,953,chain,control,11
623,42,42,954,chain,control,8
589,34,51,955,chain,control,8
625,39,40,956,chain,control,12
698,44,44,957,chain,control,13
625,29,43,958,chain,control,9
536,34,38,959,chain,control,12
595,40,47,960,chain,control,10
631,41,39,961,chain,control,6
634,44,43,962,chain,control,6
675,44,49,963,chain,control,9
581,42,36,964,chain,control,6
595,38,44,965,chain,control,7
583,39,37,966,chain,control,9
582,44,45,967,chain,control,14
622,45,41,968,chain,control,7
550,44,40,969,chain,control,8
590,40,41,970,chain,control,10
520,34,38,971,chain,control,11
597,37,39,972,chain,control,6
647,45,34,973,chain,control,11
555,41,32,974,chain,control,14
580,39,41,975,chain,control,10
623,39,46,976,chain,control,6
619,38,41,977,chain,control,11
681,53,45,978,chain,control,13
584,42,39,979,chain,control,7
603,45,45,980,chain,control,14
664,41,47,981,chain,control,9
606,38,45,982,chain,control,9
601,45,38,983,chain,control,14
576,33,49,984,chain,control,10
587,37,43,985,chain,control,9
612,46,36,986,chain,control,9
641,38,34,987,chain,control,7
679,31,35,988,chain,control,8
688,48,41,989,chain,control,9
649,46,34,990,chain,control,10
594,37,37,991,chain,control,13
650,44,40,992,chain,control,8
622,47,42,993,chain,control,6
591,42,37,994,chain,control,7
516,33,35,995,chain,control,8
640,36,38,996,chain,control,12
598,39,39,997,chain,control,8
557,43,38,998,chain,control,8
721,40,39,999,chain,control,12
669,40,45,1000,chain,control,9
571,58,38,1001,chain,control,13
620,41,38,1002,chain,control,6
631,32,39,1003,chain,control,7
583,39,44,1004,chain,control,9
621,38,43,1005,chain,control,7
631,47,31,1006,chain,control,8
530,31,37,1007,chain,control,11
587,34,39,1008,chain,control,11
628,38,51,1009,chain,control,7
656,39,44,1010,chain,control,14
542,28,31,1011,chain,control,10
629,37,43,1012,chain,control,7
544,35,32,1013,chain,control,10
581,35,35,1014,chain,control,7
596,42,41,1015,chain,control,8
618,39,36,1016,chain,control,10
587,45,40,1017,chain,control,9
663,41,47,1018,chain,control,6
551,37,39,1019,chain,control,11
680,41,43,1020,chain,control,8
600,37,39,1021,chain,control,6
569,39,30,1022,chain,control,6
596,33,40,1023,chain,control,11
659,46,42,1024,chain,control,8
629,41,48,1025,chain,control,14
604,36,37,1026,chain,control,7
629,34,30,1027,chain,control,12
608,36,35,1028,chain,control,7
583,38,37,1029,chain,control,13
603,35,40,1030,chain,control,7
604,37,38,1031,chain,control,10
666,39,44,1032,chain,control,10
626,40,45,1033,chain,control,14
584,33,36,1034,chain,control,8
641,44,40,1035,chain,control,10
707,41,47,1036,chain,control,6
637,45,36,1037,chain,control,10
612,42,38,1038,chain,control,10
595,40,38,1039,chain,control,10
609,40,54,1040,chain,control,13
576,39,46,1041,chain,control,7
624,53,41,1042,chain,control,11
620,46,40,1043,chain,control,13
549,43,39,1044,chain,control,12
629,42,44,1045,chain,control,14
610,41,41,1046,chain,control,10
594,40,44,1047,chain,control,13
640,38,33,1048,chain,control,6
687,48,48,1049,chain,control,7
620,44,39,1050,chain,control,6
564,39,31,1051,chain,control,8
579,37,44,1052,chain,control,8
623,39,40,1053,chain,control,8
683,38,53,1054,chain,control,11
617,34,34,1055,chain,control,7
594,40,39,1056,chain,control,13
553,47,37,1057,chain,control,14
596,48,39,1058,chain,control,7
590,38,41,1059,chain,control,8
580,36,36,1060,chain,control,12
620,43,39,1061,chain,control,13
559,41,39,1062,chain,control,10
597,42,42,1063,chain,control,10
655,46,41,1064,chain,control,14
619,45,34,1065,chain,control,13
660,47,44,1066,chain,control,9
755,51,42,1067,chain,control,11
596,35,40,1068,chain,control,12
601,41,39,1069,chain,control,13
615,38,37,1070,chain,control,8
564,41,44,1071,chain,control,11
730,45,43,1072,chain,control,14
643,39,49,1073,chain,control,8
558,41,39,1074,chain,control,7
601,34,49,1075,chain,control,11
534,32,37,1076,chain,control,6
560,45,39,1077,chain,control,7
561,38,29,1078,chain,control,6
548,41,38,1079,chain,control,8
658,41,43,1080,chain,control,12
565,31,34,1081,chain,control,7
614,50,42,1082,chain,control,7
544,35,33,1083,chain,control,7
577,34,39,1084,chain,control,13
684,33,45,1085,chain,control,14
589,38,32,1086,chain,control,14
472,30,45,1087,chain,control,10
605,36,41,1088,chain,control,11
654,34,46,1089,chain,control,9
560,41,35,1090,chain,control,8
594,39,36,1091,chain,control,8
600,41,35,1092,chain,control,13
639,45,41,1093,chain,control,8
557,42,45,1094,chain,control,12
694,39,35,1095,chain,control,14
660,46,44,1096,chain,control,8
675,42,39,1097,chain,control,9
624,38,35,1098,chain,control,8
609,41,34,1099,chain,control,12
702,37,50,1100,chain,control,12
666,43,48,1101,chain,control,12
743,47,48,1102,chain,control,12
655,37,42,1103,chain,control,11
547,37,37,1104,chain,control,13
569,39,42,1105,chain,control,10
544,36,40,1106,chain,control,9
647,38,48,1107,chain,control,9
600,39,37,1108,chain,control,14
583,42,32,1109,chain,control,7
648,51,43,1110,chain,control,7
536,43,41,1111,chain,control,12
633,43,43,1112,chain,control,8
591,36,36,1113,chain,control,6
490,41,37,1114,chain,control,14
660,39,43,1115,chain,control,9
567,35,38,1116,chain,control,14
479,42,35,1117,chain,control,6
559,40,41,1118,chain,control,7
639,46,43,1119,chain,control,6
677,44,45,1120,chain,control,14
653,42,45,1121,chain,control,8
655,40,38,1122,chain,control,8
610,34,37,1123,chain,control,12
541,42,42,1124,chain,control,13
555,40,46,1125,chain,control,9
677,49,43,1126,chain,control,7
551,40,40,1127,chain,control,11
594,39,34,1128,chain,control,6
583,41,45,1129,chain,control,11
608,43,35,1130,chain,control,8
593,40,41,1131,chain,control,8
568,40,44,1132,chain,control,14
559,34,36,1133,chain,control,10
662,44,43,1134,chain,control,9
646,47,37,1135,chain,control,8
601,42,36,1136,chain,control,10
597,47,37,1137,chain,control,8
622,45,43,1138,chain,control,12
585,47,41,1139,chain,control,8
557,40,41,1140,chain,control,8
731,37,41,1141,chain,control,6
593,35,34,1142,chain,control,9
597,42,40,1143,chain,control,11
522,35,30,1144,chain,control,10
509,37,44,1145,chain,control,12
537,34,35,1146,chain,control,7
544,39,36,1147,chain,control,13
664,50,43,1148,chain,control,6
492,35,37,1149,chain,control,10
583,38,44,1150,chain,control,14
639,35,48,1151,chain,control,7
573,36,38,1152,chain,control,14
567,36,34,1153,chain,control,13
575,47,40,1154,chain,control,9
650,47,49,1155,chain,control,11
674,37,37,1156,chain,control,12
595,34,44,1157,chain,control,13
701,42,41,1158,chain,control,14
595,35,37,1159,chain,control,14
629,42,47,1160,chain,control,12
694,41,41,1161,chain,control,7
552,42,43,1162,chain,control,11
577,38,42,1163,chain,control,6
541,43,41,1164,chain,control,10
638,41,39,1165,chain,control,13
685,40,36,1166,chain,control,13
561,42,37,1167,chain,control,9
575,36,39,1168,chain,control,6
666,44,40,1169,chain,control,14
599,32,46,1170,chain,control,6
572,45,41,1171,chain,control,7
532,39,39,1172,chain,control,7
479,39,39,1173,chain,control,9
592,39,41,1174,chain,control,6
638,45,44,1175,chain,control,10
665,39,45,1176,chain,control,13
515,37,35,1177,chain,control,13
626,43,48,1178,chain,control,7
655,37,35,1179,chain,control,12
585,45,39,1180,chain,control,12
594,42,35,1181,chain,control,6
696,40,42,1182,chain,control,6
617,36,38,1183,chain,control,9
592,31,34,1184,chain,control,6
606,49,50,1185,chain,control,10
594,39,40,1186,chain,control,7
623,42,35,1187,chain,control,8
637,47,37,1188,chain,control,9
487,33,31,1189,chain,control,6
604,41,39,1190,chain,control,6
585,39,36,1191,chain,control,9
592,40,33,1192,chain,control,11
555,38,25,1193,chain,control,9
591,44,45,1194,chain,control,11
653,40,45,1195,chain,control,14
582,36,41,1196,chain,control,9
593,42,41,1197,chain,control,9
575,43,27,1198,chain,control,11
642,37,44,1199,chain,control,7
559,30,35,1200,chain,control,13
601,47,43,1201,chain,control,6
628,34,40,1202,chain,control,13
629,39,42,1203,chain,control,10
611,44,39,1204,chain,control,9
583,40,46,1205,chain,control,13
635,46,41,1206,chain,control,7
592,41,43,1207,chain,control,11
558,31,40,1208,chain,control,7
638,40,41,1209,chain,control,6
521,43,30,1210,chain,control,13
579,46,42,1211,chain,control,9
540,39,38,1212,chain,control,8
657,38,44,1213,chain,control,12
598,50,41,1214,chain,control,7
680,48,41,1215,chain,control,6
553,35,35,1216,chain,control,13
618,51,49,1217,chain,control,6
650,33,37,1218,chain,control,10
576,35,43,1219,chain,control,12
546,31,27,1220,chain,control,7
566,37,41,1221,chain,control,11
553,36,35,1222,chain,control,13
605,41,37,1223,chain,control,8
620,35,33,1224,chain,control,10
690,40,45,1225,chain,control,14
613,41,40,1226,chain,control,13
628,48,46,1227,chain,control,10
617,43,39,1228,chain,control,11
568,35,35,1229,chain,control,12
665,45,39,1230,chain,control,6
657,36,42,1231,chain,control,6
588,43,44,1232,chain,control,14
669,37,40,1233,chain,control,13
535,34,36,1234,chain,control,8
610,37,36,1235,chain,control,7
596,35,39,1236,chain,control,8
618,48,40,1237,chain,control,12
555,42,36,1238,chain,control,11
502,40,34,1239,chain,control,7
532,41,38,1240,chain,control,12
521,36,35,1241,chain,control,6
555,34,47,1242,chain,control,13
653,44,35,1243,chain,control,11
759,45,47,1244,chain,control,11
478,38,27,1245,chain,control,7
564,42,39,1246,chain,control,8
582,44,36,1247,chain,control,7
615,40,38,1248,chain,control,8
539,38,43,1249,chain,control,12
670,48,38,1250,chain,control,11
542,37,36,1251,chain,control,10
552,31,36,1252,chain,control,6
549,38,40,1253,chain,control,14
648,37,41,1254,chain,control,9
585,46,40,1255,chain,control,10
577,42,32,1256,chain,control,7
550,38,36,1257,chain,control,7
589,42,38,1258,chain,control,7
592,49,43,1259,chain,control,6
687,37,41,1260,chain,control,12
525,37,39,1261,chain,control,14
696,45,49,1262,chain,control,12
559,36,35,1263,chain,control,6
625,45,43,1264,chain,control,12
595,39,41,1265,chain,control,14
568,43,31,1266,chain,control,8
670,39,49,1267,chain,control,6
567,45,39,1268,chain,control,6
622,23,45,1269,chain,control,7
703,45,45,1270,chain,control,7
619,40,39,1271,chain,control,8
563,36,42,1272,chain,control,11
580,36,40,1273,chain,control,10
638,50,43,1274,chain,control,12
639,43,42,1275,chain,control,12
641,41,39,1276,chain,control,10
542,35,41,1277,chain,control,7
663,44,46,1278,chain,control,10
655,43,43,1279,chain,control,13
589,44,33,1280,chain,control,10
698,37,42,1281,chain,control,14
583,46,41,1282,chain,control,9
618,43,36,1283,chain,control,14
618,46,46,1284,chain,control,14
585,44,39,1285,chain,control,7
566,41,40,1286,chain,control,11
635,39,46,1287,chain,control,8
574,37,40,1288,chain,control,11
671,46,43,1289,chain,control,6
578,41,32,1290,chain,control,12
639,41,37,1291,chain,control,8
611,44,38,1292,chain,control,6
649,40,44,1293,chain,control,7
543,36,37,1294,chain,control,6
637,37,39,1295,chain,control,9
642,42,45,1296,chain,control,7
628,46,37,1297,chain,control,13
610,39,41,1298,chain,control,9
603,38,41,1299,chain,control,10
635,44,42,1300,chain,control,11
706,38,46,1301,chain,control,10
573,41,47,1302,chain,control,9
619,39,37,1303,chain,control,10
558,34,44,1304,chain,control,12
652,43,42,1305,chain,control,12
562,30,34,1306,chain,control,7
600,36,36,1307,chain,control,7
628,45,34,1308,chain,control,7
531,32,35,1309,chain,control,10
665,42,41,1310,chain,control,6
567,36,41,1311,chain,control,11
611,32,44,1312,chain,control,11
607,40,42,1313,chain,control,13
688,43,40,1314,chain,control,12
557,38,38,1315,chain,control,7
638,44,40,1316,chain,control,10
638,42,43,1317,chain,control,6
588,42,36,1318,chain,control,6
763,49,46,1319,chain,control,7
553,38,45,1320,chain,control,8
645,38,42,1321,chain,control,11
605,41,49,1322,chain,control,7
505,36,44,1323,chain,control,14
553,41,43,1324,chain,control,6
630,41,35,1325,chain,control,12
607,37,48,1326,chain,control,6
664,45,41,1327,chain,control,6
518,31,43,1328,chain,control,13
664,43,45,1329,chain,control,12
660,37,46,1330,chain,control,13
632,43,46,1331,chain,control,9
607,34,41,1332,chain,control,8
551,34,33,1333,chain,control,8
568,37,30,1334,chain,control,12
596,35,45,1335,chain,control,13
604,33,37,1336,chain,control,12
621,39,42,1337,chain,control,12
714,46,42,1338,chain,control,14
591,32,44,1339,chain,control,13
594,41,35,1340,chain,control,7
652,45,49,1341,chain,control,10
646,46,40,1342,chain,control,11
750,39,50,1343,chain,control,6
569,43,38,1344,chain,control,11
567,42,43,1345,chain,control,9
697,43,40,1346,chain,control,10
563,41,34,1347,chain,control,9
551,39,38,1348,chain,control,9
566,33,33,1349,chain,control,13
441,34,38,1350,chain,control,6
704,38,48,1351,chain,control,10
548,46,41,1352,chain,control,6
601,27,47,1353,chain,control,14
577,40,37,1354,chain,control,7
506,42,38,1355,chain,control,11
603,41,37,1356,chain,control,9
560,36,40,1357,chain,control,10
640,33,48,1358,chain,control,6
612,36,40,1359,chain,control,7
644,42,49,1360,chain,control,13
535,33,38,1361,chain,control,8
592,44,39,1362,chain,control,14
562,41,33,1363,chain,control,9
650,43,44,1364,chain,control,12
610,51,39,1365,chain,control,7
555,38,38,1366,chain,control,11
595,42,33,1367,chain,control,6
611,43,40,1368,chain,control,10
590,46,32,1369,chain,control,13
630,40,41,1370,chain,control,11
622,34,40,1371,chain,control,6
520,30,37,1372,chain,control,6
592,43,44,1373,chain,control,10
637,42,38,1374,chain,control,9
595,40,38,1375,chain,control,13
723,52,47,1376,chain,control,10
575,37,40,1377,chain,control,9
513,40,39,1378,chain,control,8
580,51,45,1379,chain,control,6
555,43,37,1380,chain,control,8
655,39,44,1381,chain,control,14
576,37,37,1382,chain,control,12
551,37,32,1383,chain,control,7
577,41,42,1384,chain,control,11
640,44,46,1385,chain,control,7
593,35,32,1386,chain,control,6
582,36,38,1387,chain,control,14
571,41,37,1388,chain,control,12
619,46,38,1389,chain,control,14
558,39,41,1390,chain,control,12
654,41,41,1391,chain,control,11
562,42,38,1392,chain,control,9
613,45,38,1393,chain,control,8
503,38,34,1394,chain,control,13
574,43,35,1395,chain,control,13
568,42,38,1396,chain,control,6
613,42,48,1397,chain,control,6
671,43,48,1398,chain,control,14
685,41,44,1399,chain,control,6
583,46,42,1400,chain,control,13
625,38,43,1401,chain,control,11
520,40,40,1402,chain,control,14
610,32,42,1403,chain,control,12
588,39,34,1404,chain,control,13
596,44,37,1405,chain,control,7
599,47,44,1406,chain,control,14
607,40,40,1407,chain,control,11
616,41,38,1408,chain,control,13
508,30,34,1409,chain,control,12
637,46,46,1410,chain,control,14
534,38,40,1411,chain,control,13
588,49,47,1412,chain,control,9
582,47,40,1413,chain,control,7
514,40,35,1414,chain,control,10
561,47,45,1415,chain,control,14
685,44,38,1416,chain,control,12
