id,trans_after,revenue_after,test_coupon,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
6533,0,0,coupon,google,4,54.49,7,24,nothing
6534,0,0,control,instagram,5,63.99,0,25,nothing
6535,0,0,control,google,2,125.97,2,24,nothing
6536,0,0,coupon,facebook,0,0,0,27,nothing
6537,0,0,coupon,facebook,1,64.99,1,15,nothing
6538,0,0,control,google,0,0,6,18,nothing
6539,2,137.98,control,google,6,137.98,6,24,something
6540,0,0,control,instagram,3,51.99,5,10,something
6541,0,0,coupon,referral,5,54.99,2,4,nothing
6542,0,0,coupon,google,3,218.97,5,16,nothing
6543,0,0,coupon,instagram,1,70.99,2,22,nothing
6544,1,43.992,coupon,instagram,0,0,5,23,something
6545,0,0,coupon,google,1,61.49,0,2,nothing
6546,0,0,control,google,1,45.49,3,2,nothing
6547,0,0,control,google,1,76.49,5,6,something
6548,0,0,control,google,3,46.99,3,11,nothing
6549,2,116.98,control,referral,4,58.49,1,15,nothing
6550,1,57.992,coupon,facebook,0,0,5,12,something
6551,0,0,control,instagram,1,61.99,1,23,nothing
6552,0,0,coupon,instagram,3,73.99,0,16,nothing
6553,0,0,coupon,google,5,137.98,0,25,nothing
6554,0,0,coupon,google,1,153.98,7,10,nothing
6555,0,0,control,google,2,62.49,2,14,nothing
6556,0,0,coupon,facebook,6,63.99,6,23,nothing
6557,0,0,coupon,google,2,182.97,2,4,nothing
6558,0,0,coupon,instagram,1,150.98,0,23,nothing
6559,0,0,coupon,google,4,64.49,5,14,nothing
6560,0,0,coupon,google,0,0,2,18,nothing
6561,0,0,coupon,google,0,0,0,13,nothing
6562,0,0,coupon,referral,2,56.49,1,9,nothing
6563,0,0,control,instagram,6,53.49,0,23,nothing
6564,0,0,control,google,3,58.99,7,11,something
6565,0,0,coupon,instagram,0,0,6,16,nothing
6566,0,0,control,facebook,1,121.47,0,16,nothing
6567,0,0,control,google,0,0,3,13,nothing
6568,0,0,control,facebook,3,73.99,7,23,nothing
6569,0,0,coupon,instagram,2,101.98,6,24,nothing
6570,0,0,coupon,facebook,1,119.98,0,5,nothing
6571,0,0,control,google,1,59.99,3,20,something
6572,0,0,coupon,facebook,4,147.98,2,12,nothing
6573,1,62.99,control,facebook,0,0,5,1,something
6574,0,0,control,google,1,53.99,0,10,something
6575,0,0,coupon,facebook,0,0,0,2,nothing
6576,0,0,coupon,instagram,2,62.99,2,10,nothing
6577,0,0,control,facebook,4,139.98,0,19,nothing
6578,0,0,coupon,google,2,145.47,2,17,nothing
6579,0,0,control,instagram,0,0,2,13,nothing
6580,0,0,coupon,google,0,0,5,15,nothing
6581,0,0,coupon,instagram,2,72.99,5,17,nothing
6582,0,0,coupon,instagram,1,36.49,4,19,nothing
6583,0,0,control,referral,0,0,2,14,nothing
6584,0,0,coupon,instagram,4,77.49,1,16,nothing
6585,0,0,control,facebook,0,0,5,18,nothing
6586,0,0,control,instagram,3,50.99,1,12,nothing
6587,0,0,control,instagram,7,84.99,0,15,nothing
6588,0,0,control,instagram,0,0,7,13,something
6589,0,0,coupon,google,3,54.99,7,1,something
6590,0,0,control,google,2,56.99,1,6,something
6591,0,0,control,facebook,0,0,0,20,something
6592,0,0,control,facebook,3,303.96,2,22,something
6593,0,0,coupon,google,1,55.49,5,15,something
6594,0,0,coupon,facebook,4,62.99,4,21,something
6595,0,0,control,google,1,76.99,2,12,nothing
6596,0,0,control,google,0,0,6,4,something
6597,1,65.49,control,referral,3,130.98,2,8,something
6598,0,0,control,instagram,2,42.99,0,11,nothing
6599,0,0,control,google,1,73.99,4,4,nothing
6600,0,0,control,google,8,201.96,7,6,nothing
6601,0,0,control,google,2,63.99,5,1,nothing
6602,0,0,coupon,facebook,0,0,5,12,something
6603,0,0,control,google,0,0,7,24,something
6604,0,0,control,facebook,0,0,4,17,nothing
6605,0,0,control,instagram,3,89.99,1,19,nothing
6606,0,0,coupon,referral,1,69.99,1,12,nothing
6607,0,0,coupon,google,0,0,2,2,nothing
6608,0,0,control,google,0,0,2,25,something
6609,0,0,coupon,google,0,0,6,1,something
6610,0,0,control,instagram,6,127.98,2,36,nothing
6611,0,0,coupon,instagram,0,0,6,15,nothing
6612,0,0,control,instagram,4,64.99,2,14,nothing
6613,0,0,coupon,facebook,0,0,3,16,nothing
6614,0,0,coupon,google,3,74.99,0,4,something
6615,0,0,coupon,instagram,0,0,5,11,nothing
6616,1,72.99,control,instagram,3,72.99,2,20,nothing
6617,0,0,coupon,facebook,1,176.97,6,4,nothing
6618,0,0,coupon,instagram,0,0,1,12,nothing
6619,0,0,control,google,1,56.99,5,15,something
6620,0,0,coupon,instagram,0,0,1,14,nothing
6621,0,0,coupon,facebook,0,0,0,4,nothing
6622,0,0,coupon,instagram,1,71.99,6,27,something
6623,0,0,coupon,instagram,1,77.98,6,19,nothing
6624,1,56.99,control,google,5,113.98,0,18,nothing
6625,0,0,coupon,instagram,1,319.96,4,13,nothing
6626,1,80.99,control,google,5,242.97,0,11,nothing
6627,0,0,coupon,other,2,82.49,1,18,nothing
6628,0,0,coupon,facebook,0,0,4,19,nothing
6629,0,0,control,google,2,71.99,0,2,nothing
6630,0,0,control,google,0,0,4,20,nothing
6631,0,0,control,google,0,0,4,14,nothing
6632,0,0,coupon,google,0,0,6,19,something
6633,0,0,coupon,google,1,98.98,4,16,something
6634,0,0,control,instagram,0,0,5,3,something
6635,0,0,coupon,instagram,2,73.99,4,25,nothing
6636,1,66.99,control,instagram,4,66.99,0,5,nothing
6637,0,0,coupon,facebook,7,51.49,1,19,nothing
6638,1,35.49,control,instagram,0,0,1,29,nothing
6639,0,0,coupon,facebook,1,102.98,1,19,something
6640,0,0,control,instagram,1,101.98,0,16,nothing
6641,0,0,coupon,google,10,101.98,2,2,nothing
6642,1,70.99,control,google,0,0,1,16,nothing
6643,2,139.98,control,facebook,6,139.98,0,10,nothing
6644,0,0,control,google,5,64.99,5,4,nothing
6645,0,0,coupon,google,0,0,1,1,something
6646,0,0,coupon,google,1,60.99,2,15,nothing
6647,0,0,control,google,4,139.98,0,19,nothing
6648,1,51.992,coupon,facebook,4,64.99,7,24,nothing
6649,0,0,coupon,google,3,68.99,6,13,something
6650,0,0,coupon,google,0,0,6,20,nothing
6651,0,0,control,other,2,61.99,6,8,nothing
6652,0,0,coupon,referral,13,214.47,0,9,something
6653,0,0,control,facebook,1,62.99,6,19,nothing
6654,0,0,coupon,referral,0,0,0,19,something
6655,0,0,control,facebook,10,129.98,6,21,nothing
6656,0,0,control,facebook,0,0,1,15,nothing
6657,0,0,coupon,instagram,3,57.99,2,14,nothing
6658,0,0,control,instagram,1,57.99,1,15,nothing
6659,0,0,coupon,google,5,231.96,0,20,nothing
6660,0,0,control,google,0,0,1,17,nothing
6661,0,0,coupon,instagram,2,69.99,7,13,something
6662,0,0,coupon,google,0,0,6,14,something
6663,0,0,coupon,google,1,151.47,4,16,nothing
6664,0,0,control,referral,0,0,6,17,nothing
6665,0,0,coupon,instagram,0,0,1,4,nothing
6666,0,0,coupon,facebook,2,138.98,7,12,something
6667,0,0,coupon,instagram,5,67.99,4,21,nothing
6668,0,0,coupon,google,2,122.97,5,12,nothing
6669,0,0,coupon,google,3,164.97,5,18,something
6670,0,0,coupon,google,1,194.97,2,5,nothing
6671,0,0,coupon,google,1,70.99,1,16,nothing
6672,0,0,control,referral,1,43.99,6,6,something
6673,0,0,control,facebook,2,53.99,6,18,nothing
6674,0,0,coupon,google,0,0,4,17,something
6675,0,0,coupon,instagram,0,0,5,7,something
6676,0,0,coupon,instagram,3,130.98,6,18,nothing
6677,0,0,coupon,instagram,1,151.98,1,14,nothing
6678,0,0,control,google,3,61.99,7,21,nothing
6679,0,0,control,google,0,0,0,11,nothing
6680,0,0,coupon,facebook,3,146.97,6,8,nothing
6681,0,0,control,instagram,5,64.99,6,5,something
6682,0,0,coupon,google,1,66.49,5,14,nothing
6683,0,0,control,facebook,1,58.99,6,1,nothing
6684,0,0,control,facebook,0,0,6,30,nothing
6685,0,0,coupon,facebook,2,61.49,7,20,nothing
6686,2,97.584,coupon,facebook,7,60.99,1,12,something
6687,0,0,control,google,0,0,6,22,nothing
6688,0,0,coupon,other,1,40.99,5,18,nothing
6689,1,38.392,coupon,instagram,3,47.99,0,23,nothing
6690,0,0,coupon,facebook,0,0,7,14,nothing
6691,0,0,control,facebook,2,69.98,3,9,something
6692,0,0,coupon,instagram,0,0,3,19,nothing
6693,0,0,control,google,0,0,7,3,nothing
6694,0,0,coupon,referral,11,63.99,1,1,something
6695,0,0,control,facebook,1,74.49,4,2,something
6696,0,0,control,facebook,0,0,1,10,nothing
6697,0,0,coupon,facebook,5,113.98,0,8,nothing
6698,0,0,coupon,google,0,0,2,19,nothing
6699,0,0,coupon,google,1,48.99,2,14,nothing
6700,0,0,coupon,google,1,47.99,5,13,nothing
6701,1,63.49,control,instagram,6,253.96,6,21,nothing
6702,0,0,control,google,3,65.99,3,1,something
6703,0,0,coupon,instagram,1,110.98,1,12,nothing
6704,0,0,coupon,google,1,50.49,4,22,nothing
6705,0,0,control,instagram,5,63.99,6,3,nothing
6706,0,0,coupon,instagram,0,0,4,16,nothing
6707,0,0,coupon,instagram,1,44.99,6,20,nothing
6708,0,0,control,google,0,0,4,18,nothing
6709,0,0,coupon,instagram,0,0,7,15,nothing
6710,0,0,control,instagram,1,58.99,2,11,nothing
6711,0,0,coupon,referral,1,122.98,4,10,nothing
6712,0,0,control,facebook,0,0,7,5,nothing
6713,0,0,coupon,facebook,2,69.99,0,17,nothing
6714,0,0,coupon,google,5,60.99,0,18,nothing
6715,0,0,control,instagram,2,58.49,4,15,nothing
6716,0,0,coupon,google,0,0,3,11,nothing
6717,0,0,coupon,google,2,37.49,7,13,nothing
6718,0,0,control,google,1,60.99,5,1,something
6719,0,0,coupon,google,4,44.99,5,4,nothing
6720,1,70.49,control,instagram,1,140.98,3,12,nothing
6721,0,0,control,instagram,0,0,6,18,nothing
6722,0,0,coupon,google,0,0,5,13,nothing
6723,0,0,control,google,1,197.97,6,17,nothing
6724,0,0,control,google,1,137.98,1,3,something
6725,0,0,coupon,google,4,59.99,2,18,nothing
6726,0,0,coupon,google,1,64.49,6,6,nothing
6727,0,0,control,google,4,79.99,0,7,nothing
6728,0,0,coupon,facebook,2,63.99,5,10,nothing
6729,0,0,control,google,0,0,0,18,something
6730,0,0,coupon,google,0,0,4,10,something
6731,0,0,coupon,google,2,52.99,6,5,something
6732,0,0,coupon,facebook,0,0,1,2,nothing
6733,1,65.49,control,instagram,1,65.49,2,13,something
6734,2,133.98,control,instagram,4,66.99,4,17,something
6735,0,0,control,google,0,0,7,26,nothing
6736,0,0,control,instagram,3,59.99,4,15,nothing
6737,0,0,control,google,2,179.97,6,22,nothing
6738,0,0,control,google,1,66.99,7,15,nothing
6739,0,0,coupon,instagram,0,0,5,19,nothing
6740,0,0,control,instagram,1,53.49,7,11,nothing
6741,0,0,control,instagram,3,47.99,4,20,nothing
6742,1,62.49,control,instagram,0,0,1,20,something
6743,1,43.192,coupon,google,5,53.99,2,12,something
6744,0,0,control,instagram,2,161.97,7,13,something
6745,0,0,coupon,google,2,71.99,5,15,nothing
6746,0,0,coupon,instagram,2,55.49,1,17,nothing
6747,0,0,coupon,facebook,4,61.99,6,22,nothing
6748,0,0,coupon,instagram,3,62.99,5,3,nothing
6749,0,0,control,google,2,42.99,6,9,nothing
6750,1,66.49,control,instagram,6,66.49,1,20,something
6751,3,158.97,control,google,7,105.98,5,16,something
6752,0,0,coupon,instagram,5,48.99,5,19,nothing
6753,0,0,coupon,instagram,2,335.96,5,26,nothing
6754,0,0,coupon,google,6,63.49,1,6,nothing
6755,0,0,control,other,0,0,0,2,nothing
6756,0,0,control,facebook,0,0,4,12,nothing
6757,0,0,coupon,instagram,0,0,7,12,something
6758,0,0,coupon,facebook,0,0,5,26,nothing
6759,0,0,control,instagram,2,173.97,5,18,nothing
6760,1,61.592,coupon,instagram,8,76.99,2,21,nothing
6761,0,0,control,facebook,0,0,2,18,something
6762,0,0,control,facebook,0,0,5,2,nothing
6763,0,0,coupon,google,9,60.99,4,22,something
6764,0,0,coupon,facebook,1,89.98,4,11,something
6765,0,0,coupon,google,0,0,6,1,nothing
6766,0,0,control,facebook,5,40.99,1,3,nothing
6767,0,0,coupon,instagram,3,58.99,1,1,nothing
6768,0,0,coupon,google,1,148.98,5,20,nothing
6769,0,0,control,facebook,1,65.99,5,3,something
6770,2,83.184,coupon,instagram,4,51.99,0,14,something
6771,0,0,coupon,referral,5,51.99,6,2,something
6772,0,0,control,google,0,0,5,19,nothing
6773,0,0,control,instagram,0,0,3,25,nothing
6774,0,0,control,instagram,2,120.98,1,20,nothing
6775,0,0,control,google,1,61.99,4,2,nothing
6776,0,0,coupon,google,1,69.99,4,9,nothing
6777,0,0,control,instagram,2,63.99,0,12,something
6778,0,0,coupon,referral,0,0,7,18,something
6779,0,0,control,google,1,60.99,5,7,nothing
6780,0,0,control,instagram,3,64.99,0,20,nothing
6781,0,0,coupon,instagram,0,0,6,15,nothing
6782,0,0,coupon,instagram,1,55.49,5,15,nothing
6783,0,0,control,instagram,2,129.98,4,18,nothing
6784,0,0,coupon,instagram,0,0,4,4,nothing
6785,0,0,control,google,4,121.98,0,22,nothing
6786,0,0,coupon,instagram,0,0,1,23,nothing
6787,2,92.784,coupon,instagram,2,115.98,0,16,something
6788,0,0,control,instagram,2,57.99,2,12,something
6789,0,0,coupon,google,1,93.98,3,2,nothing
6790,0,0,control,google,0,0,0,22,something
6791,0,0,coupon,referral,2,61.99,5,15,something
6792,0,0,control,facebook,2,56.99,2,9,something
6793,0,0,control,google,8,72.98,3,16,something
6794,0,0,coupon,google,5,126.98,4,11,something
6795,0,0,coupon,facebook,0,0,2,22,nothing
6796,0,0,control,facebook,5,70.99,4,17,nothing
6797,0,0,control,facebook,3,59.49,2,23,nothing
6798,0,0,coupon,google,1,82.99,0,2,something
6799,0,0,control,facebook,0,0,1,13,something
6800,0,0,control,instagram,1,69.99,6,13,nothing
6801,0,0,coupon,referral,3,53.99,4,4,something
6802,0,0,coupon,google,0,0,3,7,nothing
6803,0,0,coupon,facebook,2,117.98,3,20,nothing
6804,0,0,coupon,google,0,0,7,13,nothing
6805,0,0,coupon,facebook,2,47.99,7,5,nothing
6806,0,0,coupon,google,1,74.99,2,12,nothing
6807,1,40.792,coupon,instagram,5,101.98,0,17,nothing
6808,0,0,coupon,referral,2,60.99,2,17,nothing
6809,0,0,control,instagram,0,0,5,7,nothing
6810,1,38.99,control,other,1,38.99,6,19,nothing
6811,0,0,control,instagram,0,0,0,15,nothing
6812,0,0,coupon,google,4,57.49,2,8,nothing
6813,0,0,control,google,0,0,4,9,nothing
6814,0,0,control,instagram,4,123.98,1,5,something
6815,0,0,coupon,google,1,61.49,7,22,nothing
6816,0,0,control,google,3,55.99,5,14,something
6817,0,0,coupon,google,1,169.47,5,9,something
6818,0,0,coupon,facebook,2,78.49,4,22,nothing
6819,0,0,control,google,0,0,6,24,nothing
6820,0,0,control,google,1,60.49,2,14,something
6821,1,61.49,control,google,0,0,2,16,something
6822,1,52.792,coupon,google,0,0,5,14,something
6823,0,0,coupon,google,1,50.99,4,11,nothing
6824,1,74.49,control,instagram,10,74.49,4,10,nothing
6825,2,87.984,coupon,facebook,2,54.99,2,3,something
6826,0,0,coupon,google,0,0,7,13,nothing
6827,0,0,control,facebook,4,64.99,4,24,nothing
6828,0,0,control,instagram,1,267.96,4,28,nothing
6829,0,0,control,google,4,151.98,7,18,nothing
6830,0,0,control,facebook,1,112.98,6,14,nothing
6831,0,0,coupon,instagram,0,0,4,21,nothing
6832,0,0,coupon,other,0,0,6,1,something
6833,0,0,coupon,instagram,6,79.99,5,6,nothing
6834,0,0,control,instagram,5,97.98,2,11,something
6835,0,0,control,facebook,5,52.49,3,13,nothing
6836,0,0,control,google,4,143.97,0,1,nothing
6837,0,0,coupon,google,2,49.49,4,8,nothing
6838,0,0,coupon,instagram,0,0,6,12,nothing
6839,0,0,coupon,facebook,3,63.49,3,5,nothing
6840,0,0,control,facebook,2,59.49,4,11,nothing
6841,0,0,coupon,google,3,68.99,1,13,nothing
6842,0,0,coupon,google,4,58.99,1,8,nothing
6843,0,0,coupon,instagram,0,0,6,7,nothing
6844,0,0,control,instagram,1,126.98,3,16,nothing
6845,0,0,control,instagram,1,117.98,4,6,nothing
6846,1,44.392,coupon,instagram,7,55.49,3,14,nothing
6847,0,0,coupon,google,2,67.99,0,15,nothing
6848,0,0,control,google,7,129.98,2,1,something
6849,0,0,coupon,google,0,0,5,20,nothing
6850,0,0,coupon,facebook,1,58.99,2,21,nothing
6851,0,0,coupon,instagram,5,121.98,7,12,nothing
6852,0,0,coupon,instagram,2,71.49,0,19,nothing
6853,0,0,coupon,instagram,0,0,3,16,nothing
6854,0,0,coupon,instagram,0,0,7,14,nothing
6855,0,0,coupon,instagram,12,145.98,5,5,nothing
6856,0,0,control,google,0,0,1,18,nothing
6857,1,63.992,coupon,other,0,0,0,13,something
6858,0,0,coupon,instagram,0,0,4,6,nothing
6859,0,0,coupon,facebook,4,61.99,5,6,nothing
6860,0,0,control,google,1,49.99,0,14,nothing
6861,0,0,control,google,5,36.99,0,12,nothing
6862,0,0,coupon,google,0,0,1,28,nothing
6863,0,0,control,google,0,0,1,5,something
6864,0,0,coupon,google,0,0,4,20,nothing
6865,0,0,control,google,0,0,5,15,something
6866,0,0,coupon,google,1,123.98,3,9,something
6867,0,0,coupon,google,2,62.99,4,3,nothing
6868,0,0,control,google,4,137.98,6,27,nothing
6869,0,0,control,facebook,1,69.49,1,12,something
6870,0,0,coupon,google,1,58.99,1,11,something
6871,0,0,control,instagram,0,0,4,3,nothing
6872,0,0,control,google,1,128.98,3,25,nothing
6873,0,0,control,google,0,0,7,4,something
6874,0,0,coupon,google,2,56.99,1,23,nothing
6875,0,0,coupon,instagram,1,59.49,1,11,nothing
6876,0,0,control,instagram,1,49.99,0,22,something
6877,1,53.992,coupon,referral,2,202.47,1,14,nothing
6878,0,0,coupon,instagram,3,98.98,4,18,nothing
6879,0,0,coupon,instagram,1,34.49,0,19,nothing
6880,0,0,control,facebook,3,127.98,4,22,something
6881,0,0,coupon,facebook,0,0,4,12,nothing
6882,1,53.592,coupon,facebook,0,0,0,9,nothing
6883,0,0,control,google,3,115.98,3,17,something
6884,0,0,coupon,google,0,0,5,29,nothing
6885,0,0,control,instagram,4,60.49,1,23,something
6886,1,66.49,control,facebook,4,66.49,5,2,something
6887,2,99.98,control,referral,13,49.99,6,3,nothing
6888,0,0,control,google,2,42.49,5,1,nothing
6889,0,0,control,instagram,0,0,3,22,nothing
6890,1,55.992,coupon,google,8,139.98,0,13,nothing
6891,0,0,control,google,0,0,7,8,nothing
6892,0,0,control,google,0,0,5,1,nothing
6893,0,0,control,google,0,0,6,1,something
6894,1,57.192,coupon,instagram,1,71.49,3,5,nothing
6895,0,0,control,referral,4,74.99,1,18,something
6896,0,0,coupon,instagram,7,44.99,5,10,something
6897,0,0,control,google,1,63.99,7,6,something
6898,0,0,control,instagram,2,121.98,5,12,something
6899,0,0,control,facebook,6,67.49,6,9,nothing
6900,0,0,coupon,facebook,1,62.99,5,19,nothing
6901,0,0,coupon,instagram,0,0,5,8,nothing
6902,0,0,coupon,facebook,2,47.49,3,9,nothing
6903,0,0,control,instagram,1,56.49,4,18,nothing
6904,0,0,coupon,instagram,3,69.99,4,26,nothing
6905,0,0,control,instagram,0,0,1,22,nothing
6906,0,0,control,instagram,2,132.98,5,3,something
6907,0,0,coupon,facebook,0,0,3,21,nothing
6908,1,58.49,control,instagram,1,116.98,0,4,something
6909,0,0,coupon,facebook,1,37.99,5,23,nothing
6910,0,0,control,google,1,77.49,4,20,nothing
6911,0,0,coupon,google,2,232.47,1,15,nothing
6912,0,0,coupon,referral,0,0,6,2,something
6913,0,0,coupon,google,0,0,2,19,nothing
6914,0,0,control,google,0,0,2,3,something
6915,3,151.176,coupon,facebook,9,125.98,0,5,something
6916,1,41.592,coupon,google,2,51.99,0,17,something
6917,1,57.49,control,google,9,114.98,0,17,nothing
6918,0,0,coupon,other,2,64.99,4,3,nothing
6919,0,0,control,instagram,3,43.99,5,12,nothing
6920,0,0,coupon,instagram,2,65.99,5,30,something
6921,1,57.99,control,facebook,2,57.99,3,9,nothing
6922,1,39.192,coupon,instagram,19,48.99,1,23,nothing
6923,0,0,control,google,5,111.98,3,15,nothing
6924,0,0,control,google,0,0,5,9,something
6925,1,65.99,control,referral,1,65.99,2,8,nothing
6926,0,0,control,google,2,58.99,5,5,nothing
6927,0,0,control,instagram,1,101.98,1,11,nothing
6928,0,0,coupon,google,1,59.99,5,5,something
6929,0,0,control,instagram,0,0,4,4,something
6930,0,0,control,google,2,71.99,0,11,nothing
6931,0,0,control,facebook,2,69.99,2,14,something
6932,0,0,control,google,0,0,1,15,something
6933,0,0,coupon,google,0,0,3,9,nothing
6934,0,0,control,instagram,2,72.99,5,16,nothing
6935,0,0,control,google,0,0,3,6,something
6936,0,0,coupon,google,0,0,6,9,something
6937,0,0,control,facebook,0,0,3,19,nothing
6938,0,0,coupon,instagram,1,141.98,5,17,something
6939,0,0,control,instagram,3,100.98,1,28,nothing
6940,0,0,control,google,0,0,3,15,nothing
6941,0,0,control,google,3,131.98,4,19,something
6942,2,113.584,coupon,facebook,8,70.99,0,9,something
6943,0,0,coupon,instagram,0,0,5,19,nothing
6944,0,0,control,google,0,0,0,16,nothing
6945,0,0,coupon,instagram,0,0,4,12,something
6946,0,0,coupon,instagram,1,45.99,2,24,nothing
6947,0,0,coupon,google,0,0,6,1,something
6948,0,0,control,instagram,2,59.99,0,18,nothing
6949,0,0,coupon,instagram,15,70.49,3,16,nothing
6950,0,0,control,google,1,73.99,4,3,nothing
6951,0,0,coupon,instagram,3,58.99,0,23,nothing
6952,0,0,coupon,facebook,0,0,0,20,nothing
6953,0,0,control,facebook,2,46.99,6,11,nothing
6954,0,0,control,instagram,0,0,6,12,something
6955,0,0,coupon,instagram,1,65.99,0,4,nothing
6956,0,0,control,google,1,58.99,4,16,something
6957,0,0,coupon,google,2,58.99,1,5,something
6958,0,0,control,google,1,61.99,5,11,something
6959,1,64.49,control,google,1,64.49,4,15,something
6960,1,49.592,coupon,referral,0,0,4,6,something
6961,0,0,coupon,facebook,1,74.99,1,16,nothing
6962,1,53.99,control,facebook,4,107.98,1,17,nothing
6963,0,0,control,instagram,7,58.99,5,13,nothing
